Original Field,ECS Field,Type,Field set,Level,Description
subtype,botes.log.subtype,Keyword,Log,Extended,Log Subtype.
subtype,botes.log.subtype,Keyword,Log,Extended,Log Subtype.
type,botes.log.type,Keyword,Log,Extended,Log Type.
type,botes.log.type,Keyword,Log,Extended,Log Type.
type,botes.log.type,Keyword,Log,Extended,Log Type.
level,log.level,Keyword,Log,Core,Original log level of the log event.
level,log.level,Keyword,Log,Core,Original log level of the log event.
level,log.level,Keyword,Log,Core,Original log level of the log event.
severity_id,log.level,Keyword,Log,Core,Original log level of the log event.
Type,log.level,Keyword,Log,Core,Original log level of the log event.
Type,log.level,Keyword,Log,Core,Original log level of the log event.
Type,log.level,Keyword,Log,Core,Original log level of the log event.
auth_type,mapi.auth.type,Keyword,MAPI,Extended,Authentication type used.
auth_type{},mapi.auth.type,Keyword,MAPI,Extended,Authentication type used.
hasaudittrail,nessus.audittrail.flag,Boolean,Nessus,Extended,Contains an indicator that shows whether an Audit Trail  is available or not (True or False).
control,nessus.control.flag,Boolean,Nessus,Extended,Contains an indicator that shows whether Nessus control is disabled or not (True or False).
edit_allowed,nessus.edit.flag,Boolean,Nessus,Extended,Contains an indicator that shows whether Nessus edit is allowed or not (True or False).
folder_id,nessus.folder.id,Long,Nessus,Extended,Contains the Nessus folder ID.
hostcount,nessus.host.count,Long,Nessus,Extended,Contains the scanned number of servers in targeted network.
host_id,nessus.host.id,Long,Nessus,Extended,Contains the Nessus host ID for the scan.
haskb,nessus.kb.flag,Boolean,Nessus,Extended,Contains an indicator that shows whether a KB  is available or not (True or False).
object_id,nessus.object.id,Long,Nessus,Extended,Contains the Nessus Object ID.
pci-can-upload,nessus.pciupload.flag,Boolean,Nessus,Extended,Contains an indicator that shows whether Nessus PCI upload is allowed or not (True or False).
plugin_family,nessus.plugin.family,Keyword,Nessus,Extended,Contains the Nessus Plugin Family.
plugin_id,nessus.plugin.id,Keyword,Nessus,Extended,Contains the Nessus Plugin ID.
plugin_name,nessus.plugin.name,Keyword,Nessus,Extended,Contains the Nessus Plugin Name.
policy,nessus.policy.name,Keyword,Nessus,Extended,Contains the Nessus Policy Name.
count,nessus.scan.count,Long,Nessus,Extended,Contains the number of open ports or vulnerabilties found.
host_end,nessus.scan.end,Date,Nessus,Extended,Contains the time of the last host scan.
name,nessus.scan.name,Keyword,Nessus,Extended,Contains the Nessus Scan Name.
host_start,nessus.scan.start,Date,Nessus,Extended,Contains the time of the first host scan.
scan_start,nessus.scan.start,Date,Nessus,Extended,Contains the start time of Nessus Scan.
status,nessus.scan.status,Keyword,Nessus,Extended,Contains the Nessus Scan Status.
scan_type,nessus.scan.type,Keyword,Nessus,Extended,Contains the Nessus Scan Type.
scanner_name,nessus.scanner.name,Keyword,Nessus,Extended,Contains the Nessus Scanner Name.
sid,nessus.security.id,Long,Nessus,Extended,Contains the Nessus Security ID.
severity_index,nessus.severity.index,Long,Nessus,Extended,Contains the Nessus Severity Index risk.
targets,nessus.targets,Keyword,Nessus,Extended,Contains the Nessus scan target host(s) or network(s).
user_permissions,nessus.user.permissions,Long,Nessus,Extended,Contains the Nessus User Permissions ID.
uuid,nessus.uuid,Keyword,Nessus,Extended,Contains the Nessus UUID.
vuln_index,nessus.vuln.index,Long,Nessus,Extended,Contains the Nessus Vulnerabilty Index number.
bandwidth,botes.network.bandwidth,Keyword,Network,Extended,Bandwidth of the device (In bytes).
fragment_count,botes.network.ip.fragment,Long,Network,Extended,Number of IP fragments.
tos,botes.network.ip.tos,Long,Network,Extended,Type of service.
version,botes.network.ip.version,Long,Network,Extended,IP version.
trandisp,botes.network.nat.type,Keyword,Network,Extended,NAT translation type.
duration,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
flow.age,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
duration,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
time_taken,botes.network.session.duration,Long,Network,Extended,Duration of the network session.
flow.end,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
endtime,botes.network.session.end,Date,Network,Extended,Date/time of the network session ending.
sessionid,botes.network.session.id,Keyword,Network,Extended,ID for the network session.
sessionid,botes.network.session.id,Keyword,Network,Extended,ID for the network session.
flow_id,botes.network.session.id,Keyword,Network,Extended,ID for the network session.
flow.reason,botes.network.session.reason,Keyword,Network,Extended,Reason of the state of the flow.
flow.start,botes.network.session.start,Date,Network,Extended,Date/time of the network session starting.
flow.state,botes.network.session.state,Keyword,Network,Extended,State of the flow.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
bytes,network.bytes,Long,Network,Core,Total bytes transferred in both directions.
direction,network.direction,Keyword,Network,Core,Direction of the network traffic.
proto,network.iana_number,Keyword,Network,Extended,IANA Protocol number.
proto,network.iana_number,Keyword,Network,Extended,IANA Protocol number.
protoid,network.iana_number,Keyword,Network,Extended,IANA Protocol number.
packets,network.packets,Long,Network,Core,Total packets transferred in both directions.
packets,network.packets,Long,Network,Core,Total packets transferred in both directions.
packets,network.packets,Long,Network,Core,Total packets transferred in both directions.
packets,network.packets,Long,Network,Core,Total packets transferred in both directions.
packets,network.packets,Long,Network,Core,Total packets transferred in both directions.
service,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
service,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
app_proto,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
ports{}.protocol,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
protocol,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
protocol,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
protocol,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
DestinationPortName,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
SourcePortName,network.protocol,Keyword,Network,Core,"L7 Network protocol name. ex. http, lumberjack, transport protocol."
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
proto,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
ports{}.transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
protocol,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
transport,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
Protocol,network.transport,Keyword,Network,Core,"Same as network.iana_number, but instead using the Keyword name of the transport layer (udp, tcp, etc.)"
devid,botes.observer.id,Keyword,Observer,Extended,Device identifier of the observer.
devid,botes.observer.id,Keyword,Observer,Extended,Device identifier of the observer.
devid,botes.observer.id,Keyword,Observer,Extended,Device identifier of the observer.
ids_type,botes.observer.ids.type,Keyword,Observer,Extended,The subtype of the observer the data is coming from.
ids_type,botes.observer.ids.type,Keyword,Observer,Extended,The subtype of the observer the data is coming from.
devname,observer.hostname,Keyword,Observer,Core,Hostname of the observer.
devname,observer.hostname,Keyword,Observer,Core,Hostname of the observer.
devname,observer.hostname,Keyword,Observer,Core,Hostname of the observer.
host,observer.hostname,Keyword,Observer,Core,Hostname of the observer.
host,observer.hostname,Keyword,Observer,Core,Hostname of the observer.
host,observer.ip,Ip,Observer,Core,IP address of the observer.
host,observer.ip,Ip,Observer,Core,IP address of the observer.
host,observer.ip,Ip,Observer,Core,IP address of the observer.
product,observer.type,Keyword,Observer,Core,The type of the observer the data is coming from.
product,observer.type,Keyword,Observer,Core,The type of the observer the data is coming from.
product,observer.type,Keyword,Observer,Core,The type of the observer the data is coming from.
product,observer.type,Keyword,Observer,Core,The type of the observer the data is coming from.
vendor,observer.vendor,Keyword,Observer,Core,Observer vendor information.
vendor,observer.vendor,Keyword,Observer,Core,Observer vendor information.
vendor,observer.vendor,Keyword,Observer,Core,Observer vendor information.
vendor,observer.vendor,Keyword,Observer,Core,Observer vendor information.
Exit_Status,botes.process.exit.status,Keyword,Process,Extended,Contains hexadecimal exit code of exited/terminated process.
Process_Command_Line,botes.process.full,Keyword,Process,Extended,"Contains the name of executable and arguments which were passed to it. You must enable ""Administrative Templates\System\Audit Process Creation\Include command line in process creation events"" group policy to include command line in process creation events."
CommandLine,botes.process.full,Keyword,Process,Extended,"Contains full path, the name and option(s) of the executable for the process."
ParentCommandLine,botes.process.full,Keyword,Process,Extended,"Contains full path, the name and option(s) of the parent for the process."
ProcessGuid,botes.process.guid,Keyword,Process,Extended,Contains the Process Guid of the process that made the network connection.
ParentProcessGuid,botes.process.pguid,Keyword,Process,Extended,Contains the Process GUID of the process that spawned/created the main process.
Creator_Process_Name,botes.process.pname,Keyword,Process,Extended,Contains full path and the name of the executable for the process.
ParentImage,botes.process.pname,Keyword,Process,Extended,Contains full path and the name of the parent for the process.
Name,process.executable,Keyword,Process,Extended,Absolute path to the process executable.
process_image,process.name,Keyword,Process,Extended,Process name. Sometimes called program name or similar.
New_Process_Name,process.name,Keyword,Process,Extended,Process name. Sometimes called program name or similar.
Process_Name,process.name,Keyword,Process,Extended,Process name. Sometimes called program name or similar.
Image,process.name,Keyword,Process,Extended,Contains full path and the name of the executable for the process.
ImageLoaded,process.name,Keyword,Process,Extended,Contains full path and the name of the module for the process.
process,process.name,Keyword,Process,Extended,Contains the Process name. Sometimes called program name or similar.
pid,process.pid,Long,Process,Core,Process id.
New_Process_ID,process.pid,Keyword,Process,Core,Process id.
Process_ID,process.pid,Keyword,Process,Core,Process id.
ProcessId,process.pid,Keyword,Process,Core,Contains the Process ID used by the os to identify the process that made the network connection.
Creator_Process_ID,process.ppid,Keyword,Process,Extended,Contains hexadecimal Process ID of the process which ran the new process.
ParentProcessId,process.ppid,Keyword,Process,Extended,Contains the Process ID of the process that spawned/created the main process.
TimeCreated,process.start,Date,Process,Extended,Contains the Local Timezone Time of file/process creation.
CurrentDirectory,process.working_directory,Keyword,Process,Extended,Contains full path of the executable for the process.
data_packets_out,botes.server.packets.data,Long,Server,Extended,Packets sent from the server to the client.
missing_packets_out,botes.server.packets.missing,Long,Server,Extended,The number of missing packet gaps detected within the response.
missing_packets_out,botes.server.packets.missing,Long,Server,Extended,The number of missing packet gaps detected within the response.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
bytes_in,server.bytes,Long,Server,Core,Bytes sent from the server to the client.
s_port,server.port,Long,Server,Core,Port of the server.
login_server,server.user.name,Keyword,Server,Core,"Concatenated login and server: <login>@<server>, string."
Service_Start_Type,botes.service.start_ype,Keyword,Service,Extended,Contains she service start type can have one of the following values
Service_Start_Type,botes.service.start_ype,Keyword,Service,Extended,Contains she service start type can have one of the following values
Service_File_Name,service.file.path,Keyword,Service,Extended,Contains the fully rooted path to the file that the Service Control Manager will execute to start the service.
Service_File_Name,service.file.path,Keyword,Service,Extended,Contains the fully rooted path to the file that the Service Control Manager will execute to start the service.
Service_Name,service.name,Keyword,Service,Core,Contains the name of the installed service or service data is collected from.
Service_Name,service.name,Keyword,Service,Core,Contains the name of the installed service or service data is collected from.
Service_Type,service.type,Keyword,Service,Core,Contains the type of the installed service or service data is collected from.
Service_Type,service.type,Keyword,Service,Core,Contains the type of the installed service or service data is collected from.
request_call_id,sip.call.id,Long,SIP,Extended,Call's id extracted for each sip request
callee_user_phone,sip.callee.user_phone,Boolean,SIP,Extended,Callee's phone presence flag.
caller_user_phone,sip.caller.user_phone,Boolean,SIP,Extended,Caller's phone presence flag.
contact,sip.contact.header,Keyword,SIP,Extended,The Contact header field provides a SIP or SIPS URI that can be used to contact that specific instance of the UA for subsequent requests.
from,sip.from,Keyword,SIP,Extended,The SIP initiator of the request
method,sip.method,Keyword,SIP,Extended,The SIP method used.
cseq,sip.sequence.id,Keyword,SIP,Extended,SIP sequence number.
to,sip.to,Keyword,SIP,Extended,The SIP recipient of the request
uri,sip.uri,Keyword,SIP,Extended,Contains the URI (similar to To: field).
via,sip.via,Keyword,SIP,Extended,The Via header field indicates the transport used for the transaction and identifies the location where the response is to be sent.
command,smb.header.command,Keyword,SMB,Extended,Defined SMB command used.
command{},smb.header.command,Keyword,SMB,Extended,Defined SMB command used.
nt_status,smb.header.error_status,Keyword,SMB,Extended,Used to communicate error messages from the server to the client.
nt_status{},smb.header.error_status,Keyword,SMB,Extended,Used to communicate error messages from the server to the client.
search_attributes,smb.search.attributes,Long,SMB,Extended,An attribute mask used to specify the standard attributes a file must have in order to match the search.
search_pattern,smb.search.pattern,Keyword,SMB,Extended,The file pattern to search for.
service,smb.service.type,Keyword,SMB,Extended,The type of resource that the client intends to access.
service{},smb.service.type,Keyword,SMB,Extended,The type of resource that the client intends to access.
dialect{},smb.version,Keyword,SMB,Extended,The version of the SMB Protocol
community{},snmp.community.name,Keyword,SNMP,Extended,SNMP community name.
varbind_list{}.oid,snmp.oid.list,Keyword,SNMP,Extended,"Array containing OIDs, their values and their types."
method{},snmp.request.type,Keyword,SNMP,Extended,SNMP request type.
request_id,snmp.transaction.id,Keyword,SNMP,Extended,SNMP query identifier.
version{},snmp.version,Keyword,SNMP,Extended,SNMP version.
devtype,botes.source.device.type,Keyword,Source,Extended,Device type of the source.
srcname,botes.source.hostname,Keyword,Source,Extended,Hostname of the source.
host,botes.source.hostname,Keyword,Source,Extended,The hostname address of the server on which the log file entry was generated.
host,botes.source.hostname,Keyword,Source,Extended,The hostname address of the server on which the log file entry was generated.
Source_Workstation,botes.source.hostname,Keyword,Source,Extended,Contains the name of the computer from which the logon attempt originated.
Workstation_Name,botes.source.hostname,Keyword,Source,Extended,Contains the machine name from which logon attempt was performed.
SourceHostname,botes.source.hostname,Keyword,Source,Extended,Contains the Host Name of the source.
interface,botes.source.interface,Keyword,Source,Extended,Interface of the source.
srcintf,botes.source.interface,Keyword,Source,Extended,Interface of the source.
srcintf,botes.source.interface,Keyword,Source,Extended,Interface of the source.
SourceIsIpv6,botes.source.ipv6.flag,Boolean,Source,Extended,Contains an indicator that shows whether source IP is an IPv6 or not (True or False).
ui,botes.source.user.interface,Keyword,Source,Extended,Interface used by user.
bytes_out,source.bytes,Long,Source,Core,Bytes sent from the source to the destination.
sentbyte,source.bytes,Long,Source,Core,Bytes sent from the source to the destination.
sentbyte,source.bytes,Long,Source,Core,Bytes sent from the source to the destination.
flow.bytes_toserver,source.bytes,Long,Source,Core,Bytes sent from the source to the destination.
flow.pkts_toserver,source.bytes,Long,Source,Core,Bytes sent from the source to the destination.
srcip,source.ip,Ip,Source,Core,IP address of the source.
srcip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
src_ip,source.ip,Ip,Source,Core,IP address of the source.
Network_Address,source.ip,Ip,Source,Core,IP address of the source.
Source_Address,source.ip,Ip,Source,Core,IP address of the source.
Source_Network_Address,source.ip,Ip,Source,Core,Contains the IP address of machine from which logon attempt was performed.
SourceIp,source.ip,Ip,Source,Core,Contains the IP address of the source.
srcmac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
src_mac,source.mac,Keyword,Source,Core,MAC address of the source.
transip,source.nat.ip,Ip,Source,Extended,NAT source IP.
vendor_transport,source.nat.port,Long,Source,Extended,NAT Source Port.
osname,source.os.name,Keyword,Source,Core,OS of the source.
osversion,source.os.version,Keyword,Source,Core,Version of the OS of the source.
sentpkt,source.packets,Long,Source,Core,Packets sent from the source to the destination.
packets_out,source.packets,Long,Source,Core,Packets sent from the source to the destination.
packets_out,source.packets,Long,Source,Core,Packets sent from the source to the destination.
packets_out,source.packets,Long,Source,Core,Packets sent from the source to the destination.
packets_out,source.packets,Long,Source,Core,Packets sent from the source to the destination.
srcport,source.port,Long,Source,Core,Port of the source.
srcport,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
src_port,source.port,Long,Source,Core,Port of the source.
Port,source.port,Long,Source,Core,Contains the source port which was used for logon attempt from remote machine.
Source_Port,source.port,Long,Source,Core,Contains the source port which was used for logon attempt from remote machine.
SourcePort,source.port,Long,Source,Core,Contains Port of the source.
Logon_GUID,source.user.id,Keyword,Source,Core,One or multiple unique identifiers of the user.
LogonGuid,source.user.id,Keyword,Source,Core,Contains the Logon GUID of the user who created the new process.
src_user,source.user.name,Keyword,Source,Core,Short name or login of the source user.
user,source.user.name,Keyword,Source,Core,Short name or login of the source user.
Logon_Account,source.user.name,Keyword,Source,Core,Short name or login of the source user.
ssh.client.software_version,ssh.client.software,Keyword,SSH,Extended,Version of SSH software used by client.
ssh.client.proto_version,ssh.client.version,Keyword,SSH,Extended,Version of SSH used by client.
ssh.server.software_version,ssh.server.software,Keyword,SSH,Extended,Version of SSH software used by server.
ssh.server.proto_version,ssh.server.version,Keyword,SSH,Extended,Version of SSH used by server.
stats.capture.kernel_drops,suricata.eve.stats.capture.kernel_drops,Long,Suricata,Extended,Number of packets that have been discarded instead of being sent to userspace.
stats.capture.kernel_packets,suricata.eve.stats.capture.kernel_packets,Long,Suricata,Extended,Number of packets correctly sent to userspace.
stats.decoder.avg_pkt_size,suricata.eve.stats.decoder.avg_pkt_size,Long,Suricata,Extended,Average size of packets decoded.
stats.decoder.bytes,suricata.eve.stats.decoder.bytes,Long,Suricata,Extended,Number of decoded bytes.
stats.decoder.erspan,suricata.eve.stats.decoder.erspan,Long,Suricata,Extended,Number of ERSPAN packets decoded.
stats.decoder.ethernet,suricata.eve.stats.decoder.ethernet,Long,Suricata,Extended,Number of Ethernet frames decoded.
stats.decoder.gre,suricata.eve.stats.decoder.gre,Long,Suricata,Extended,Number of GRE Tunnel packets decoded.
stats.decoder.icmpv4,suricata.eve.stats.decoder.icmpv4,Long,Suricata,Extended,Number of ICMPv4 packets decoded.
stats.decoder.icmpv6,suricata.eve.stats.decoder.icmpv6,Long,Suricata,Extended,Number of ICMPv6 decoded.
stats.decoder.invalid,suricata.eve.stats.decoder.invalid,Long,Suricata,Extended,Number of invalid PDU decoded.
stats.decoder.ipraw.invalid_ip_version,suricata.eve.stats.decoder.ipraw.invalid_ip_version,Long,Suricata,Extended,Number of packets with invalid IP version.
stats.decoder.ipv4,suricata.eve.stats.decoder.ipv4,Long,Suricata,Extended,Number of IPv4 packets decoded.
stats.decoder.ipv4_in_ipv6,suricata.eve.stats.decoder.ipv4_in_ipv6,Long,Suricata,Extended,Number of IPv4 to IPv6 Tunnel packets decoded.
stats.decoder.ipv6,suricata.eve.stats.decoder.ipv6,Long,Suricata,Extended,Number of IPv6 packets decoded.
stats.decoder.ipv6_in_ipv6,suricata.eve.stats.decoder.ipv6_in_ipv6,Long,Suricata,Extended,Number of IPv6 to IPv6 Tunnel packets decoded.
stats.decoder.ltnull.pkt_too_small,suricata.eve.stats.decoder.ltnull.pkt_too_small,Long,Suricata,Extended,Number of invalid packets because too small.
stats.decoder.ltnull.unsupported_type,suricata.eve.stats.decoder.ltnull.unsupported_type,Long,Suricata,Extended,Number of invalid packets because unsupported.
stats.decoder.max_pkt_size,suricata.eve.stats.decoder.max_pkt_size,Long,Suricata,Extended,Maximum size of packets decoded.
stats.decoder.mpls,suricata.eve.stats.decoder.mpls,Long,Suricata,Extended,Number of MPLS frames decoded.
stats.decoder.null,suricata.eve.stats.decoder.null,Long,Suricata,Extended,Number of invalid because of null value.
stats.decoder.pkts,suricata.eve.stats.decoder.pkts,Long,Suricata,Extended,Number of packets decoded.
stats.decoder.ppp,suricata.eve.stats.decoder.ppp,Long,Suricata,Extended,Number of PPP frames decoded.
stats.decoder.pppoe,suricata.eve.stats.decoder.pppoe,Long,Suricata,Extended,Number of PPPoE frames decoded.
stats.decoder.raw,suricata.eve.stats.decoder.raw,Long,Suricata,Extended,Number of Raw frames decoded.
stats.decoder.sctp,suricata.eve.stats.decoder.sctp,Long,Suricata,Extended,Number of SCTP segments decoded.
stats.decoder.sll,suricata.eve.stats.decoder.sll,Long,Suricata,Extended,Number of SLL frames decoded.
stats.decoder.tcp,suricata.eve.stats.decoder.tcp,Long,Suricata,Extended,Number of TCP segments decoded.
stats.decoder.teredo,suricata.eve.stats.decoder.teredo,Long,Suricata,Extended,Number of Teredo Tunnel packets decoded.
stats.decoder.udp,suricata.eve.stats.decoder.udp,Long,Suricata,Extended,Number of UDP segments decoded.
stats.decoder.vlan,suricata.eve.stats.decoder.vlan,Long,Suricata,Extended,Number of VLAN frames decoded.
stats.decoder.vlan_qinq,suricata.eve.stats.decoder.vlan_qinq,Long,Suricata,Extended,Number of 802.1Q frames decoded.
stats.defrag.ipv4.fragments,suricata.eve.stats.defrag.ipv4.fragments,Long,Suricata,Extended,Number of IPv4 segments reassembled.
stats.defrag.ipv4.reassembled,suricata.eve.stats.defrag.ipv4.reassembled,Long,Suricata,Extended,Number of reassembled IPv4 packets.
stats.defrag.ipv4.timeouts,suricata.eve.stats.defrag.ipv4.timeouts,Long,Suricata,Extended,Number of timeouts while IPv4 packets reassembling.
stats.defrag.ipv6.fragments,suricata.eve.stats.defrag.ipv6.fragments,Long,Suricata,Extended,Number of IPv6 segments reassembled.
stats.defrag.ipv6.reassembled,suricata.eve.stats.defrag.ipv6.reassembled,Long,Suricata,Extended,Number of reassembled IPv6 packets.
stats.defrag.ipv6.timeouts,suricata.eve.stats.defrag.ipv6.timeouts,Long,Suricata,Extended,Number of timeouts while IPv6 packets reassembling.
stats.defrag.max_frag_hits,suricata.eve.stats.defrag.max_frag_hits,Long,Suricata,Extended,Maximum number of IP fragments for a packet reassembly.
stats.detect.alert,suricata.eve.stats.detect.alert,Long,Suricata,Extended,Number of signature triggered.
stats.dns.memcap_global,suricata.eve.stats.dns.memcap_global,Long,Suricata,Extended,Total of the globally reserved memory for DNS parser (Application layer parser).
stats.dns.memcap_state,suricata.eve.stats.dns.memcap_state,Long,Suricata,Extended,Total of per Flow/State reserved memory for DNS parser (Application layer parser).
stats.dns.memuse,suricata.eve.stats.dns.memuse,Long,Suricata,Extended,Reserved memory for DNS parser used (Application layer parser).
stats.flow.emerg_mode_entered,suricata.eve.stats.flow.emerg_mode_entered,Long,Suricata,Extended,"Number of times the flow engine has entered emergency mode. The emergency state is activated when the memcap limit is reached, allowing to create new flows, but pruning them with the emergency timeouts."
stats.flow.emerg_mode_over,suricata.eve.stats.flow.emerg_mode_over,Long,Suricata,Extended,"Number of times the flow engine has leaved emergency mode. The emergency state is activated when the memcap limit is reached, allowing to create new flows, but pruning them with the emergency timeouts."
stats.flow.memcap,suricata.eve.stats.flow.memcap,Long,Suricata,Extended,Total of the Flow reserved memory.
stats.flow.memuse,suricata.eve.stats.flow.memuse,Long,Suricata,Extended,Reserved Flow memory used.
stats.flow.spare,suricata.eve.stats.flow.spare,Long,Suricata,Extended,Number of Flow Spare.
stats.flow.tcp_reuse,suricata.eve.stats.flow.tcp_reuse,Long,Suricata,Extended,Number of Flow TCP reuse.
stats.flow_mgr.closed_pruned,suricata.eve.stats.flow_mgr.closed_pruned,Long,Suricata,Extended,Number of Flow Manager closed pruned.
